iter	Passed	Remaining
168	1144	5626
169	1150	5616
170	1155	5601
171	1160	5588
172	1166	5577
173	1172	5564
174	1177	5551
175	1183	5540
176	1188	5526
177	1193	5512
178	1198	5498
179	1203	5484
180	1208	5470
181	1213	5455
182	1219	5442
183	1223	5427
184	1228	5412
185	1234	5402
186	1240	5395
187	1246	5382
188	1251	5369
189	1255	5354
190	1260	5340
191	1266	5328
192	1271	5315
193	1275	5300
194	1280	5287
195	1285	5274
196	1290	5260
197	1295	5247
198	1300	5234
199	1305	5220
200	1309	5206
201	1314	5193
202	1319	5179
203	1324	5166
204	1328	5153
205	1333	5139
206	1338	5125
207	1342	5113
208	1347	5100
209	1352	5086
210	1356	5073
211	1361	5061
212	1366	5048
213	1371	5035
214	1375	5023
215	1380	5010
216	1385	4998
217	1390	4986
218	1394	4973
219	1399	4962
220	1404	4949
221	1408	4937
222	1413	4925
223	1418	4913
224	1423	4901
225	1428	4891
226	1434	4884
227	1440	4876
228	1444	4864
229	1449	4852
230	1454	4840
231	1459	4831
232	1464	4819
233	1468	4808
234	1473	4798
235	1478	4786
236	1483	4776
237	1488	4765
238	1493	4754
239	1497	4743
240	1502	4731
241	1507	4721
242	1512	4711
243	1517	4700
244	1522	4691
245	1527	4681
246	1532	4671
247	1537	4661
248	1543	4656
249	1549	4648
250	1556	4644
251	1561	4634
252	1566	4625
253	1572	4618
254	1577	4609
255	1582	4598
256	1587	4590
257	1592	4580
258	1597	4571
259	1603	4562
260	1607	4552
261	1612	4541
262	1617	4532
263	1622	4521
264	1626	4512
265	1631	4502
266	1637	4495
267	1643	4490
268	1648	4479
269	1653	4470
270	1658	4460
271	1662	4450
272	1667	4440
273	1672	4430
274	1676	4420
275	1681	4411
276	1686	4401
277	1691	4392
278	1695	4382
279	1700	4372
280	1706	4366
281	1711	4356
282	1716	4347
283	1720	4338
284	1725	4329
285	1730	4320
286	1735	4311
287	1741	4306
288	1747	4298
289	1752	4289
290	1757	4281
291	1762	4272
292	1767	4264
293	1772	4255
294	1777	4248
295	1783	4241
296	1788	4232
297	1792	4223
298	1797	4214
299	1802	4205
300	1807	4196
301	1811	4187
302	1816	4178
303	1821	4170
304	1826	4161
305	1832	4155
306	1841	4155
307	1850	4158
308	1858	4156
309	1864	4150
310	1869	4142
311	1874	4133
312	1879	4125
313	1884	4117
314	1889	4109
315	1894	4101
316	1899	4092
317	1904	4084
318	1908	4075
319	1913	4066
320	1918	4057
321	1923	4050
322	1928	4042
323	1933	4034
324	1938	4026
325	1943	4018
326	1948	4010
327	1953	4002
328	1958	3994
329	1963	3986
330	1968	3978
331	1973	3971
332	1978	3963
333	1983	3955
334	1989	3948
335	1994	3940
336	1999	3932
337	2004	3925
338	2009	3918
339	2014	3910
340	2019	3902
341	2024	3895
342	2029	3887
343	2036	3883
344	2042	3877
345	2047	3869
346	2052	3861
347	2057	3854
348	2062	3846
349	2067	3838
350	2073	3833
351	2078	3825
352	2083	3817
353	2088	3811
354	2093	3802
355	2097	3794
356	2103	3787
357	2107	3780
358	2113	3773
359	2119	3767
360	2123	3759
361	2128	3751
362	2134	3745
363	2138	3737
364	2143	3729
365	2148	3721
366	2154	3715
367	2159	3708
368	2164	3700
369	2169	3693
370	2174	3686
371	2178	3678
372	2183	3671
373	2188	3663
374	2193	3655
375	2198	3647
376	2202	3640
377	2207	3632
378	2212	3625
379	2217	3617
380	2222	3611
381	2227	3604
382	2233	3597
383	2239	3592
384	2245	3586
385	2250	3579
386	2254	3571
387	2259	3564
388	2265	3558
389	2270	3551
390	2275	3543
391	2280	3536
392	2284	3529
393	2289	3521
394	2294	3514
395	2299	3507
396	2304	3500
397	2309	3492
398	2313	3485
399	2318	3477
400	2323	3470
401	2327	3462
402	2332	3455
403	2337	3448
404	2342	3441
405	2347	3434
406	2351	3426
407	2356	3419
408	2361	3412
409	2366	3405
410	2370	3397
411	2375	3390
412	2380	3383
413	2385	3376
414	2390	3369
415	2394	3362
416	2399	3354
417	2404	3347
418	2409	3340
419	2413	3333
420	2418	3326
421	2423	3319
422	2429	3313
423	2434	3306
424	2441	3303
425	2447	3297
426	2451	3290
427	2457	3284
428	2462	3277
429	2467	3270
430	2472	3263
431	2477	3258
432	2482	3251
433	2487	3244
434	2493	3238
435	2499	3233
436	2506	3228
437	2511	3222
438	2516	3215
439	2521	3209
440	2527	3203
441	2532	3196
442	2536	3189
443	2542	3184
444	2547	3177
445	2552	3170
446	2559	3165
447	2564	3159
448	2568	3152
449	2574	3146
450	2579	3140
451	2584	3133
452	2590	3127
453	2595	3121
454	2600	3114
455	2606	3109
456	2611	3103
457	2616	3096
458	2622	3090
459	2627	3084
460	2632	3077
461	2639	3073
462	2645	3068
463	2650	3062
464	2656	3055
465	2660	3049
466	2665	3042
467	2671	3036
468	2676	3029
469	2680	3023
470	2686	3017
471	2691	3010
472	2696	3003
473	2701	2997
474	2705	2990
475	2710	2983
476	2715	2977
477	2720	2971
478	2725	2964
479	2730	2958
480	2735	2952
481	2741	2945
482	2746	2939
483	2752	2934
484	2757	2928
485	2762	2921
486	2768	2915
487	2772	2909
488	2777	2902
489	2783	2896
490	2787	2890
491	2792	2883
492	2797	2876
493	2802	2870
494	2807	2864
495	2812	2857
496	2817	2851
497	2822	2844
498	2829	2840
499	2836	2836
500	2844	2833
501	2852	2829
502	2859	2825
503	2869	2823
504	2880	2823
505	2886	2818
506	2894	2814
507	2902	2811
508	2914	2810
509	2921	2806
510	2928	2802
511	2936	2798
512	2942	2793
513	2951	2790
514	2955	2783
515	2965	2781
516	2970	2775
517	2978	2771
518	2984	2765
519	2989	2759
520	2997	2755
521	3001	2748
522	3008	2744
523	3016	2739
524	3022	2735
525	3028	2729
526	3034	2723
527	3042	2720
528	3047	2713
529	3052	2707
530	3057	2700
531	3062	2694
532	3067	2687
533	3073	2682
534	3079	2676
535	3084	2670
536	3090	2664
537	3095	2657
538	3100	2651
539	3105	2645
540	3109	2638
541	3114	2631
542	3119	2625
543	3124	2618
544	3128	2612
545	3133	2605
546	3138	2599
547	3143	2592
548	3147	2586
549	3152	2579
550	3157	2572
551	3161	2566
552	3166	2559
553	3171	2553
554	3176	2546
555	3180	2540
556	3185	2533
557	3190	2527
558	3195	2520
559	3199	2514
560	3204	2507
561	3209	2501
562	3213	2494
563	3218	2488
564	3223	2481
565	3227	2475
566	3232	2468
567	3239	2463
568	3244	2457
569	3249	2451
570	3254	2445
571	3259	2438
572	3263	2432
573	3268	2425
574	3273	2419
575	3278	2412
576	3282	2406
577	3287	2400
578	3292	2393
579	3296	2387
580	3301	2380
581	3306	2374
582	3311	2368
583	3315	2362
584	3320	2355
585	3325	2349
586	3330	2343
587	3334	2336
588	3339	2330
589	3344	2324
590	3349	2317
591	3353	2311
592	3358	2305
593	3363	2298
594	3368	2292
595	3372	2286
596	3377	2279
597	3382	2273
598	3386	2267
599	3391	2261
600	3396	2254
601	3401	2248
602	3406	2242
603	3411	2236
604	3416	2230
605	3421	2224
606	3427	2218
607	3433	2213
608	3439	2208
609	3445	2202
610	3450	2196
611	3454	2190
612	3460	2184
613	3465	2178
614	3472	2174
615	3478	2168
616	3483	2162
617	3488	2156
618	3498	2153
619	3504	2147
620	3510	2142
621	3515	2136
622	3521	2131
623	3527	2125
624	3532	2119
625	3538	2114
626	3544	2108
627	3551	2103
628	3558	2098
629	3563	2092
630	3568	2087
631	3574	2081
632	3579	2075
633	3584	2069
634	3590	2063
635	3595	2057
636	3600	2051
637	3605	2045
638	3610	2039
639	3615	2033
640	3620	2027
641	3625	2021
642	3631	2016
643	3638	2011
644	3644	2005
645	3650	2000
646	3655	1994
647	3661	1988
648	3666	1983
649	3672	1977
650	3677	1971
651	3682	1965
652	3687	1959
653	3692	1953
654	3697	1947
655	3702	1941
656	3707	1935
657	3712	1929
658	3718	1924
659	3723	1918
660	3728	1912
661	3733	1906
662	3738	1900
663	3743	1894
664	3748	1888
665	3753	1882
666	3758	1876
667	3763	1870
668	3768	1864
669	3773	1858
670	3778	1852
671	3784	1847
672	3789	1841
673	3794	1835
674	3800	1829
675	3805	1823
676	3810	1817
677	3816	1812
678	3821	1806
679	3826	1800
680	3832	1795
681	3839	1790
682	3845	1784
683	3850	1778
684	3854	1772
685	3860	1766
686	3865	1760
687	3869	1754
688	3875	1749
689	3880	1743
690	3885	1737
691	3889	1731
692	3895	1725
693	3899	1719
694	3904	1713
695	3910	1707
696	3914	1701
697	3919	1695
698	3925	1690
699	3930	1684
700	3935	1678
701	3940	1672
702	3945	1666
703	3950	1660
704	3955	1655
705	3960	1649
706	3965	1643
707	3970	1637
708	3974	1631
709	3979	1625
710	3984	1619
711	3989	1613
712	3994	1607
713	3998	1601
714	4003	1595
715	4008	1589
716	4013	1583
717	4017	1578
718	4022	1572
719	4027	1566
720	4032	1560
721	4038	1555
722	4044	1549
723	4049	1543
724	4054	1537
725	4059	1531
726	4063	1525
727	4068	1520
728	4073	1514
729	4077	1508
730	4082	1502
731	4087	1496
732	4092	1490
733	4097	1484
734	4102	1478
735	4107	1473
736	4111	1467
737	4116	1461
738	4121	1455
739	4126	1449
740	4131	1444
741	4136	1438
742	4141	1432
743	4145	1426
744	4150	1420
745	4155	1414
746	4160	1409
747	4165	1403
748	4170	1397
749	4175	1391
750	4180	1385
751	4184	1380
752	4189	1374
753	4194	1368
754	4199	1362
755	4204	1356
756	4209	1351
757	4213	1345
758	4218	1339
759	4223	1333
760	4228	1327
761	4233	1322
762	4240	1317
763	4245	1311
764	4250	1305
765	4254	1299
766	4259	1294
767	4264	1288
768	4269	1282
769	4274	1276
770	4278	1270
771	4283	1265
772	4288	1259
773	4293	1253
774	4298	1247
775	4302	1242
776	4307	1236
777	4312	1230
778	4317	1224
779	4321	1218
780	4326	1213
781	4331	1207
782	4335	1201
783	4340	1195
784	4345	1190
785	4350	1184
786	4354	1178
787	4359	1172
788	4364	1167
789	4368	1161
790	4373	1155
791	4378	1149
792	4383	1144
793	4387	1138
794	4392	1132
795	4397	1126
796	4402	1121
797	4406	1115
798	4411	1109
799	4416	1104
800	4420	1098
801	4425	1092
802	4431	1087
803	4437	1081
804	4444	1076
805	4451	1071
806	4455	1065
807	4460	1059
808	4465	1054
809	4470	1048
810	4475	1042
811	4480	1037
812	4484	1031
813	4489	1025
814	4494	1020
815	4499	1014
816	4504	1008
817	4508	1003
818	4513	997
819	4518	991
820	4523	986
821	4527	980
822	4532	974
823	4537	969
824	4542	963
825	4547	957
826	4551	952
827	4556	946
828	4561	940
829	4566	935
830	4570	929
831	4575	923
832	4580	918
833	4585	912
834	4590	907
835	4594	901
836	4599	895
837	4604	890
838	4609	884
839	4613	878
840	4618	873
841	4623	867
842	4628	861
843	4634	856
844	4640	851
845	4645	845
846	4650	839
847	4654	834
848	4659	828
849	4664	823
850	4669	817
851	4674	811
852	4679	806
853	4684	800
854	4690	795
855	4695	789
856	4700	784
857	4705	778
858	4709	773
859	4714	767
860	4719	761
861	4724	756
862	4728	750
863	4733	745
864	4738	739
865	4743	733
866	4747	728
867	4752	722
868	4757	717
869	4762	711
870	4766	706
871	4771	700
872	4776	694
873	4781	689
874	4786	683
875	4791	678
876	4795	672
877	4800	667
878	4805	661
879	4809	655
880	4814	650
881	4819	644
882	4825	639
883	4830	633
884	4836	628
885	4842	623
886	4847	617
887	4852	612
888	4857	606
889	4866	601
890	4872	596
891	4877	590
892	4882	585
893	4887	579
894	4892	573
895	4897	568
896	4902	562
897	4907	557
898	4912	551
899	4917	546
900	4922	540
901	4927	535
902	4932	529
903	4937	524
904	4941	518
905	4946	513
906	4951	507
907	4956	502
908	4960	496
909	4965	491
910	4970	485
911	4975	480
912	4979	474
913	4984	469
914	4989	463
915	4994	458
916	4999	452
917	5004	446
918	5009	441
919	5014	436
920	5019	430
921	5024	425
922	5029	419
923	5035	414
924	5042	408
925	5047	403
926	5052	397
927	5056	392
928	5061	386
929	5066	381
930	5071	375
931	5076	370
932	5080	364
933	5085	359
934	5090	353
935	5094	348
936	5099	342
937	5104	337
938	5109	331
939	5113	326
940	5118	320
941	5123	315
942	5128	309
943	5132	304
944	5137	299
945	5142	293
946	5147	288
947	5151	282
948	5156	277
949	5161	271
950	5165	266
951	5170	260
952	5175	255
953	5180	249
954	5184	244
955	5189	238
956	5194	233
957	5198	227
958	5203	222
959	5208	217
960	5213	211
961	5219	206
962	5226	200
963	5235	195
964	5245	190
965	5254	184
966	5261	179
967	5269	174
968	5275	168
969	5282	163
970	5291	158
971	5297	152
972	5305	147
973	5313	141
974	5320	136
975	5326	130
976	5334	125
977	5342	120
978	5349	114
979	5356	109
980	5363	103
981	5369	98
982	5377	92
983	5384	87
984	5391	82
985	5399	76
986	5406	71
987	5414	65
988	5420	60
989	5427	54
990	5434	49
991	5442	43
992	5451	38
993	5460	32
994	5468	27
995	5476	21
996	5486	16
997	5493	11
998	5501	5
999	5508	0
