iter	RMSE
495	0.05525793322
496	0.05515897679
497	0.05508090102
498	0.05496592783
499	0.05489895128
500	0.05475000346
501	0.05465031997
502	0.05461880362
503	0.05454127587
504	0.054529625
505	0.05443776697
506	0.05440719787
507	0.05436863167
508	0.05433497986
509	0.05429909689
510	0.05424277439
511	0.05416409196
512	0.05411417714
513	0.05410106634
514	0.05401228268
515	0.05393126789
516	0.05385618525
517	0.05378041933
518	0.05374658063
519	0.05368203431
520	0.05356558901
521	0.0535248482
522	0.05343189832
523	0.05339343919
524	0.05335853205
525	0.05330279792
526	0.05322367823
527	0.05315402099
528	0.05314454901
529	0.0530592977
530	0.05304034337
531	0.05296621468
532	0.05283087872
533	0.05274804484
534	0.05259731154
535	0.05250481219
536	0.05246983325
537	0.05240553034
538	0.05235286304
539	0.05226530445
540	0.05225416745
541	0.05218276766
542	0.0520674576
543	0.05205881673
544	0.05204987032
545	0.05198502755
546	0.05196827809
547	0.05193266072
548	0.05191182274
549	0.05187008737
550	0.05183801071
551	0.0518294232
552	0.05174090185
553	0.0517325595
554	0.05164014546
555	0.05155500668
556	0.05147523099
557	0.05139390547
558	0.05126405296
559	0.05117270171
560	0.05112912361
561	0.05104814113
562	0.05104082316
563	0.05103389547
564	0.05098124256
565	0.05090599073
566	0.05082760278
567	0.05077526397
568	0.05068981229
569	0.05059873755
570	0.05058969045
571	0.05052592619
572	0.05047192189
573	0.05038840272
574	0.0503129683
575	0.05019800563
576	0.05013512687
577	0.05006991838
578	0.05001859443
579	0.05001155686
580	0.04992944414
581	0.04992312054
582	0.0498345188
583	0.04980401402
584	0.04969783582
585	0.04969101723
586	0.049616814
587	0.04956068403
588	0.04955496791
589	0.04944611047
590	0.04937691504
591	0.04929904601
592	0.04921551729
593	0.04916788602
594	0.04912066307
595	0.04907587247
596	0.04904629403
597	0.04899792194
598	0.04899120589
599	0.04891918288
600	0.04879529061
601	0.04874620867
602	0.04874040643
603	0.04873399457
604	0.04869765237
605	0.04863056847
606	0.04851987913
607	0.04842901438
608	0.04835905326
609	0.04826563181
610	0.0481750512
611	0.04811960869
612	0.04805349944
613	0.04799954464
614	0.047912827
615	0.04784940984
616	0.04781096001
617	0.04774671535
618	0.0476924567
619	0.04768639976
620	0.0476238907
621	0.04756781781
622	0.04752952535
623	0.04746581728
624	0.04743546006
625	0.04737159442
626	0.04729049812
627	0.04721844367
628	0.04712457824
629	0.04705788881
630	0.0469667754
631	0.04690075727
632	0.04682072776
633	0.04673606362
634	0.04664372009
635	0.04658356691
636	0.04649525966
637	0.04642881721
638	0.04636897136
639	0.04630127636
640	0.04626996961
641	0.04617134574
642	0.04613408164
643	0.0460814265
644	0.04600135645
645	0.04591662452
646	0.04584934294
647	0.04582145258
648	0.04575002904
649	0.04569821324
650	0.04562221826
651	0.04552665529
652	0.0454573446
653	0.04536628891
654	0.0452855996
655	0.04521284813
656	0.04516374181
657	0.04511453766
658	0.04503179039
659	0.04500663661
660	0.04500077697
661	0.04492597204
662	0.04480700411
663	0.04473733672
664	0.0447321795
665	0.04467299967
666	0.04460901864
667	0.04453905763
668	0.04453158104
669	0.04449308001
670	0.0444090834
671	0.04435737337
672	0.04428367719
673	0.04424376311
674	0.04415648741
675	0.04407688806
676	0.04404384534
677	0.04397573095
678	0.04392404031
679	0.04387071195
680	0.04379509314
681	0.04379045382
682	0.04372906104
683	0.04365223996
684	0.0435938634
685	0.04351409243
686	0.04345423729
687	0.04344821609
688	0.04344347332
689	0.04338159171
690	0.04332317448
691	0.04322718418
692	0.04316156832
693	0.04313299742
694	0.04308847865
695	0.04308303647
696	0.04303788294
697	0.04296036435
698	0.04289871867
699	0.04284974453
700	0.04273842657
701	0.04270811189
702	0.0426643413
703	0.04265910911
704	0.04260552241
705	0.0425774019
706	0.04248021373
707	0.04243522929
708	0.04236678045
709	0.04223777877
710	0.04216671281
711	0.04210414078
712	0.04205724191
713	0.04200667635
714	0.04191532542
715	0.04187614656
716	0.0418296437
717	0.04178042825
718	0.04168820244
719	0.04161972803
720	0.04158022334
721	0.04150496946
722	0.04142792248
723	0.04134328061
724	0.04128709091
725	0.04123391014
726	0.04117634582
727	0.04112343712
728	0.04103400249
729	0.04098285738
730	0.04089942479
731	0.04089522056
732	0.04084785285
733	0.04080893401
734	0.04073226868
735	0.04067615157
736	0.04059790147
737	0.04055664306
738	0.04051177531
739	0.04046537894
740	0.04042534499
741	0.04033883238
742	0.04025948389
743	0.04018848054
744	0.04013111541
745	0.04007165085
746	0.04002839566
747	0.03997700434
748	0.03989568344
749	0.03985366778
750	0.03975581485
751	0.03969721871
752	0.03962742557
753	0.03956040763
754	0.03955380334
755	0.03950552718
756	0.03944874018
757	0.03935012604
758	0.03927769148
759	0.03919256696
760	0.03915646701
761	0.03909266836
762	0.03901703019
763	0.03896735438
764	0.03892386129
765	0.03884652338
766	0.03881632666
767	0.03875631226
768	0.03869430175
769	0.03862865082
770	0.03859693018
771	0.0385422006
772	0.03850080574
773	0.0384462257
774	0.03839404168
775	0.03832919761
776	0.03832457914
777	0.03827356354
778	0.03822885026
779	0.03817955049
780	0.0381468875
781	0.03810799294
782	0.03804859445
783	0.03797707431
784	0.0379231694
785	0.03791260236
786	0.03786053002
787	0.03778610611
788	0.03772025248
789	0.03766684958
790	0.03761428509
791	0.03753424962
792	0.03747190109
793	0.03740526026
794	0.0373681745
795	0.03732392449
796	0.03726242126
797	0.03719520576
798	0.03713229644
799	0.03712527291
800	0.03705698513
801	0.03699538846
802	0.03694767513
803	0.03691872296
804	0.03688055813
805	0.03682861551
806	0.03678710117
807	0.0367417103
808	0.0367131622
809	0.03666265117
810	0.03657899211
811	0.03652682834
812	0.03649040482
813	0.03645444285
814	0.03640467494
815	0.03635053312
816	0.0362954598
817	0.03623682675
818	0.03618579852
819	0.03617669358
820	0.03611863679
821	0.03609309781
822	0.03603745084
823	0.03600342887
824	0.03597190923
825	0.03591948956
826	0.03585915962
827	0.03583763398
828	0.03578481015
829	0.03571750974
830	0.03568107328
831	0.03560402152
832	0.03555279291
833	0.03550554814
834	0.03547550053
835	0.03542139802
836	0.03539146329
837	0.03533198408
838	0.03528970042
839	0.03526962445
840	0.03520565774
841	0.03515159902
842	0.0351204488
843	0.03509083506
844	0.03503930067
845	0.03498506443
846	0.0349326933
847	0.03487933616
848	0.03480177017
849	0.03474756736
850	0.03466595373
851	0.03462594462
852	0.0345793868
853	0.03454802007
854	0.03452654604
855	0.03448484459
856	0.03445668867
857	0.03444644761
858	0.03443857138
859	0.03437893391
860	0.03433630141
861	0.03431528724
862	0.03425497278
863	0.03421879234
864	0.03415994031
865	0.0341028534
866	0.03407452369
867	0.03401154813
868	0.03398337999
869	0.03394467764
870	0.03389117067
871	0.03386310746
872	0.03380570778
873	0.03374092884
874	0.03365669686
875	0.03360986246
876	0.03358790701
877	0.03352144024
878	0.03349206634
879	0.03344906431
880	0.03340199375
881	0.0333628053
882	0.03327799822
883	0.03322664149
884	0.03316967301
885	0.03312971571
886	0.03307455414
887	0.03303193057
888	0.03298180632
889	0.03297649428
890	0.03292331468
891	0.03289835043
892	0.03284155682
893	0.03279316561
894	0.03276396895
895	0.0327191779
896	0.03266509516
897	0.03266158828
898	0.03260767214
899	0.03256282808
900	0.03251814361
901	0.03251325411
902	0.03243779318
903	0.03238578305
904	0.03238286605
905	0.03230878507
906	0.03230546256
907	0.03225466088
908	0.03225208291
909	0.03216910179
910	0.032126748
911	0.03208908179
912	0.03203507437
913	0.03201912652
914	0.0319825478
915	0.03193279776
916	0.03188470726
917	0.03186216094
918	0.03179781869
919	0.03175575529
920	0.0317526352
921	0.03170698665
922	0.03167031882
923	0.03163476641
924	0.03157582753
925	0.03152755713
926	0.03147211612
927	0.03142766362
928	0.03137038009
929	0.03130789511
930	0.0312786585
931	0.03125168944
932	0.03121519361
933	0.03116918717
934	0.0311397803
935	0.03111876806
936	0.03108945501
937	0.03104916361
938	0.03101046788
939	0.03096659983
940	0.03093129755
941	0.0308983169
942	0.03085245439
943	0.03080267149
944	0.03077875171
945	0.03075292406
946	0.03073149993
947	0.03068312348
948	0.03066535694
949	0.03063456914
950	0.03060836937
951	0.03057234394
952	0.03055326546
953	0.03052510323
954	0.03048837985
955	0.03045000138
956	0.03044607134
957	0.030421405
958	0.03039087303
959	0.03034723359
960	0.03028949826
961	0.03025140321
962	0.0302247769
963	0.03017574356
964	0.03014208393
965	0.03009425526
966	0.03006268736
967	0.03003028649
968	0.03002625309
969	0.02998401888
970	0.02993223401
971	0.02992054156
972	0.02985074128
973	0.02980669704
974	0.02977599
975	0.02977294002
976	0.02973229372
977	0.02967294425
978	0.02960564538
979	0.02957473874
980	0.02955572024
981	0.02950424534
982	0.02946578067
983	0.02944888876
984	0.0293933919
985	0.02935831754
986	0.02935636365
987	0.02935337381
988	0.0293154399
989	0.02926967197
990	0.02924670466
991	0.02919441002
992	0.02912277173
993	0.02907721482
994	0.02904404141
995	0.02900002043
996	0.02899651261
997	0.0289857397
998	0.02895450297
999	0.02891680061
